Model,codellama/codellama-70b-instruct,SYSTEM,"Please output a list of hexadecimal integers only, each integer between 0x0 and 0xffffffff. 
Do not give any explanations, or any other text, like apologise.
Output format: [a, b, c, ...].",temperature,0.4,top_p,1,Prompter,TemplatePromptGenerator4ID1,Extractor,UniversalExtractor
Total Message#,Dialog #,Message #,Total Token Cnt,USER,Input Token Cnt,ASSISTANT,Output Token Cnt,Action,Coverage Rate,Coverage Plan
1,1,1,1373,"""You will receive a description of bins (i.e. test cases) of a testbench for a hardware device under test (DUT), which is a RISC-V instruction decoder. Then, you are going to generate a list of 32-bit instructions (i.e. hex integers between 0x0 and 0xffffffff) to cover these test cases.

----------
Now, we want to test the instruction decoder with a list of 32-bit instructions as its input. We want the input to cover the bins (i.e. test cases) that we care about. Here's the description of the bins that we care about:
------
BINS DESCRIPTION
- The list contains 32-bit hexadecimal integers, each represents a RISC-V instruction.
- There are 32 register files available, with index from 0 to 31.
- There are 26 available types of operations:
---
OPERATIONS
    - ADD: addition between two register files
    - ADDI: addition between a register file and an immediate (i.e. a constant number)
    - SUB: subtraction between two register files
    - SUBI: subtraction between a register file and an immediate
    - AND: logical operation AND between two register files
    - ANDI: logical operation AND between a register file and an immediate
    - OR: logical operation OR between two register files
    - ORI: logical operation OR between a register file and an immediate
    - XOR: logical operation XOR between two register files
    - XORI: logical operation XOR between a register file and an immediate
    - SLL: logical shift left a register file by number of bits equal to another register file
    - SLLI: logical shift left a register file by number of bits equal to an immediate
    - SRL: logical shift right a register file by number of bits equal to another register file
    - SRLI: logical shift right a register file by number of bits equal to an immediate
    - SRA: arithmetic shift right a register file by number of bits equal to another register file
    - SRAI: arithmetic shift right a register file by number of bits equal to an immediate
    - SLT: make comparison between two register files; if the first one is smaller, write 1 to a register file, otherwise write 0
    - SLTI: make comparison between a register file and an immediate; if the register file is smaller, write 1 to a register file, otherwise write 0
    - SLTU: make comparison between two unsigned register files; if the first one is smaller, write 1 to a register file, otherwise write 0
    - SLTUI: make comparison between an unsigned register file and an unsigned immediate; if the register file is smaller, write 1 to a register file, otherwise write 0
    - LW: load a word (a 32-bit value) from memory at the address equal to a register file into a register file
    - LH: load a half-word (a 16-bit value) from memory at the address equal to a register file into a register file
    - LB: load a byte (an 8-bit value) from memory at the address equal to a register file into a register file
    - SW: store a word (a 32-bit value) from a register file to memory at the address equal to a register file
    - SH: store a half-word (a 16-bit value) from a register file to memory at the address equal to a register file
    - SB: load a byte (an 8-bit value) from a register file to memory at the address equal to a register file
---
- BIN type 1: For each operation, the list contains at least one instruction that performs it.

- Each of the 32 register files has two read ports (""read_A"" and ""read_B"") and a write port (""write"")
    - ""read_A"" is used when the register file is taken as the first argument of an operation.
    - ""read_B"" is used when the register file is taken as the second argument of an operation.
    - ""write"" is used when the result of an operation is written to the register file.
- BIN type 2: For each register file port, the list contains at least one instruction that uses it.

- BIN type 3: For each operation and each register file port, the list contains at least one instruction that performs the operation and uses the port at the same time.

------
Here are a few examples:
- 0x41924493 => read_A_reg_4, write_reg_9, XORI, XORI_x_read_A_reg_4, XORI_x_write_reg_9 covered
- 0x01510893 => read_A_reg_2, write_reg_17, ADDI, ADDI_x_read_A_reg_2, ADDI_x_write_reg_17 covered
- 0x40b78833 => read_A_reg_15, read_B_reg_11, write_reg_16, SUB, SUB_x_read_A_reg_15, SUB_x_read_B_reg_11, SUB_x_write_reg_16 covered
- 0x00417bb3 => read_A_reg_2, read_B_reg_4, write_reg_23, AND, AND_x_read_A_reg_2, AND_x_read_B_reg_4, AND_x_write_reg_23 covered
- 0x00108283 => read_A_reg_1, write_reg_5, LB, LB_x_read_A_reg_1, LB_x_write_reg_5 covered
- 0x00b1b193 => read_A_reg_3, write_reg_3, SLTUI, SLTUI_x_read_A_reg_3, SLTUI_x_write_reg_3 covered
- 0x40a95ab3 => read_A_reg_18, read_B_reg_10, write_reg_21, SRA, SRA_x_read_A_reg_18, SRA_x_read_B_reg_10, SRA_x_write_reg_21 covered
------

----------
Following the bins description, generate a list of 32-bit instructions (i.e. hex integers between 0x0 and 0xffffffff) which covers the described bins as much as you can.
""",1010,"""

Here is a list of 32-bit instructions that covers the described bins:

```
0x00000033, 0x000000b3, 0x00000093, 0x00000073, 0x00000053, 0x00000013, 0x00000003, 0x0000000b, 0x00000009, 0x00000007, 0x00000005, 0x00000001,
0x0000003b, 0x000000bb, 0x0000009b, 0x0000007b, 0x0000005b, 0x0000001b, 0x0000000b, 0x0000000b, 0x00000009, 0x00000007, 0x00000005, 0x00000001,
0x00000037, 0x000000b7, 0x00000097, 0x00000077, 0x00000057, 0x00000017, 0x00000007, 0x0000000b, 0x00000009, 0x00000007, 0x00000005, 0x00000001,
0x00000035, 0x000000b5, 0x00000095, 0x00000075, 0x00000055, 0x00000015, 0x00000005, 0x0000000b, 0x00000009, 0x00000007, 0x00000005, 0x00000001,
0""",363,none,16,"{'ADD': 1, 'ADDI': 2, 'illegal_instruction': 41, 'LB': 1, 'read_A_reg_0': 4, 'read_B_reg_0': 1, 'write_reg_0': 4, 'write_reg_1': 4, 'ADD_x_read_A_reg_0': 1, 'ADD_x_read_B_reg_0': 1, 'ADD_x_write_reg_1': 1, 'ADDI_x_read_A_reg_0': 2, 'ADDI_x_write_reg_0': 1, 'ADDI_x_write_reg_1': 1, 'LB_x_read_A_reg_0': 1, 'LB_x_write_reg_0': 1}"
2,1,2,1460,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- read_B_reg_5: there's no instruction that uses the read_B port of register 5.
- SUB_x_read_A_reg_13: there's no operation that performs the operation SUB using the read_A port of register 3.
- OR_x_read_A_reg_0: there's no operation that performs the operation OR using the read_A port of register 0.
- OR_x_write_reg_0: there's no operation that performs the operation OR using the write port of register 0.
- ANDI_x_read_A_reg_21: there's no operation that performs the operation ANDI using the read_A port of register 1.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1093,"""0x00000043, 0x000000c3, 0x000000a3, 0x00000063, 0x00000083, 0x00000023, 0x0000000c, 0x0000000a, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x0000004b, 0x000000cb, 0x000000ab, 0x0000006b, 0x0000008b, 0x0000002b, 0x0000000a, 0x0000000c, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000047, 0x000000c7, 0x000000a7, 0x00000067, 0x00000087, 0x00000027, 0x0000000c, 0x0000000a, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000045, 0x000000c5, 0x000000a5, 0x00000065, 0x00000085, 0x00000025, 0x0000000a, 0x0000000c, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000044, 0x000000c4, 0x""",367,none,20,"{'ADD': 1, 'ADDI': 2, 'illegal_instruction': 87, 'LB': 2, 'SB': 2, 'read_A_reg_0': 9, 'read_B_reg_0': 4, 'write_reg_0': 5, 'write_reg_1': 5, 'ADD_x_read_A_reg_0': 1, 'ADD_x_read_B_reg_0': 1, 'ADD_x_write_reg_1': 1, 'ADDI_x_read_A_reg_0': 2, 'ADDI_x_write_reg_0': 1, 'ADDI_x_write_reg_1': 1, 'LB_x_read_A_reg_0': 2, 'LB_x_write_reg_0': 1, 'LB_x_write_reg_1': 1, 'SB_x_read_A_reg_0': 2, 'SB_x_read_B_reg_0': 2}"
3,1,3,1471,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- ADD_x_read_A_reg_15: there's no operation that performs the operation ADD using the read_A port of register 5.
- ADD_x_read_A_reg_24: there's no operation that performs the operation ADD using the read_A port of register 4.
- ADD_x_read_A_reg_20: there's no operation that performs the operation ADD using the read_A port of register 0.
- XORI_x_write_reg_10: there's no operation that performs the operation XORI using the write port of register 0.
- SRAI_x_write_reg_13: there's no operation that performs the operation SRAI using the write port of register 3.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1104,"""0x00000043, 0x000000c3, 0x000000a3, 0x00000063, 0x00000083, 0x00000023, 0x0000000c, 0x0000000a, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x0000004b, 0x000000cb, 0x000000ab, 0x0000006b, 0x0000008b, 0x0000002b, 0x0000000a, 0x0000000c, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000047, 0x000000c7, 0x000000a7, 0x00000067, 0x00000087, 0x00000027, 0x0000000c, 0x0000000a, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000045, 0x000000c5, 0x000000a5, 0x00000065, 0x00000085, 0x00000025, 0x0000000a, 0x0000000c, 0x00000006, 0x00000008, 0x00000002, 0x00000000,
0x00000044, 0x000000c4, 0x""",367,none,20,"{'ADD': 1, 'ADDI': 2, 'illegal_instruction': 133, 'LB': 3, 'SB': 4, 'read_A_reg_0': 14, 'read_B_reg_0': 7, 'write_reg_0': 6, 'write_reg_1': 6, 'ADD_x_read_A_reg_0': 1, 'ADD_x_read_B_reg_0': 1, 'ADD_x_write_reg_1': 1, 'ADDI_x_read_A_reg_0': 2, 'ADDI_x_write_reg_0': 1, 'ADDI_x_write_reg_1': 1, 'LB_x_read_A_reg_0': 3, 'LB_x_write_reg_0': 1, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 4, 'SB_x_read_B_reg_0': 4}"
4,1,4,1479,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of  the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- read_A_reg_9: there's no instruction that uses the read_A port of register 9.
- ADD_x_read_A_reg_30: there's no operation that performs the operation ADD using the read_A port of register 0.
- write_reg_6: there's no instruction that uses the write port of register 6.
- SLTU_x_write_reg_15: there's no operation that performs the operation SLTU using the write port of register 5.
- SUB_x_read_B_reg_28: there's no operation that performs the operation SUB using the read_B port of register 8.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1107,"""0x00000013, 0x00000093, 0x00000053, 0x000000d3, 0x000000b3, 0x00000073, 0x000000f3, 0x00000033, 0x000000e3, 0x000000c3, 0x00000003,
0x0000001b, 0x0000009b, 0x0000005b, 0x000000db, 0x000000bb, 0x0000007b, 0x000000fb, 0x0000003b, 0x000000eb, 0x000000cb, 0x0000000b,
0x00000017, 0x00000097, 0x00000057, 0x000000d7, 0x000000b7, 0x00000077, 0x000000f7, 0x00000037, 0x000000e7, 0x000000c7, 0x00000007,
0x00000015, 0x00000095, 0x00000055, 0x000000d5, 0x000000b5, 0x00000075, 0x000000f5, 0x00000035, 0x000000e5, 0x000000c5, 0x00000005,
0x00000014, 0x00000094, 0x00000054, 0x000000d4, 0x000000b4, 0x00000074, 0x000""",372,none,21,"{'ADD': 3, 'ADDI': 4, 'illegal_instruction': 172, 'LB': 4, 'SB': 4, 'read_A_reg_0': 21, 'read_B_reg_0': 10, 'write_reg_0': 11, 'write_reg_1': 11, 'ADD_x_read_A_reg_0': 3, 'ADD_x_read_B_reg_0': 3, 'ADD_x_write_reg_0': 1, 'ADD_x_write_reg_1': 2, 'ADDI_x_read_A_reg_0': 4, 'ADDI_x_write_reg_0': 2, 'ADDI_x_write_reg_1': 2, 'LB_x_read_A_reg_0': 4, 'LB_x_write_reg_0': 2, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 4, 'SB_x_read_B_reg_0': 4}"
5,1,5,1482,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- read_B_reg_8: there's no instruction that uses the read_B port of register 8.
- ADD_x_read_A_reg_1: there's no operation that performs the operation ADD using the read_A port of register 1.
- OR_x_read_A_reg_4: there's no operation that performs the operation OR using the read_A port of register 4.
- SRA_x_read_A_reg_22: there's no operation that performs the operation SRA using the read_A port of register 2.
- SUB_x_write_reg_18: there's no operation that performs the operation SUB using the write port of register 8.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1110,"""0x0000001b, 0x0000009b, 0x0000005b, 0x000000db, 0x000000bb, 0x0000007b, 0x000000fb, 0x0000003b, 0x000000eb, 0x000000cb, 0x0000000b,
0x00000017, 0x00000097, 0x00000057, 0x000000d7, 0x000000b7, 0x00000077, 0x000000f7, 0x00000037, 0x000000e7, 0x000000c7, 0x00000007,
0x00000015, 0x00000095, 0x00000055, 0x000000d5, 0x000000b5, 0x00000075, 0x000000f5, 0x00000035, 0x000000e5, 0x000000c5, 0x00000005,
0x00000014, 0x00000094, 0x00000054, 0x000000d4, 0x000000b4, 0x00000074, 0x000000f4, 0x00000034, 0x000000e4, 0x000000c4, 0x00000004,
0x00000016, 0x00000096, 0x00000056, 0x000000d6, 0x000000b6, 0x00000076, 0x000""",372,none,21,"{'ADD': 3, 'ADDI': 4, 'illegal_instruction': 218, 'LB': 4, 'SB': 4, 'read_A_reg_0': 22, 'read_B_reg_0': 10, 'write_reg_0': 13, 'write_reg_1': 14, 'ADD_x_read_A_reg_0': 3, 'ADD_x_read_B_reg_0': 3, 'ADD_x_write_reg_0': 1, 'ADD_x_write_reg_1': 2, 'ADDI_x_read_A_reg_0': 4, 'ADDI_x_write_reg_0': 2, 'ADDI_x_write_reg_1': 2, 'LB_x_read_A_reg_0': 4, 'LB_x_write_reg_0': 2, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 4, 'SB_x_read_B_reg_0': 4}"
6,1,6,1475,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of  the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- write_reg_18: there's no instruction that uses the write port of register 8.
- read_B_reg_24: there's no instruction that uses the read_B port of register 4.
- ADD_x_read_A_reg_23: there's no operation that performs the operation ADD using the read_A port of register 3.
- OR_x_read_B_reg_8: there's no operation that performs the operation OR using the read_B port of register 8.
- SH_x_read_A_reg_31: there's no operation that performs the operation SH using the read_A port of register 1.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1112,"""0x00000000, 0x00000001, 0x00000002, 0x00000003, 0x00000004, 0x00000005, 0x00000006, 0x00000007, 0x00000008, 0x00000009, 0x0000000a,
0x0000000b, 0x0000000c, 0x0000000d, 0x0000000e, 0x0000000f, 0x00000010, 0x00000011, 0x00000012, 0x00000013, 0x00000014, 0x00000015,
0x00000016, 0x00000017, 0x00000018, 0x00000019, 0x0000001a, 0x0000001b, 0x0000001c, 0x0000001d, 0x0000001e, 0x0000001f, 0x00000020,
0x00000021, 0x00000022, 0x00000023, 0x00000024, 0x00000025, 0x00000026, 0x00000027, 0x00000028, 0x00000029, 0x0000002a, 0x0000002b,
0x0000002c, 0x0000002d, 0x0000002e, 0x0000002f, 0x00000030, 0x00000031, """,363,none,21,"{'ADD': 3, 'ADDI': 5, 'illegal_instruction': 264, 'LB': 5, 'SB': 5, 'read_A_reg_0': 25, 'read_B_reg_0': 11, 'write_reg_0': 16, 'write_reg_1': 14, 'ADD_x_read_A_reg_0': 3, 'ADD_x_read_B_reg_0': 3, 'ADD_x_write_reg_0': 1, 'ADD_x_write_reg_1': 2, 'ADDI_x_read_A_reg_0': 5, 'ADDI_x_write_reg_0': 3, 'ADDI_x_write_reg_1': 2, 'LB_x_read_A_reg_0': 5, 'LB_x_write_reg_0': 3, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 5, 'SB_x_read_B_reg_0': 5}"
7,1,7,1494,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of  the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- SUB_x_read_A_reg_3: there's no operation that performs the operation SUB using the read_A port of register 3.
- OR_x_read_A_reg_20: there's no operation that performs the operation OR using the read_A port of register 0.
- read_B_reg_2: there's no instruction that uses the read_B port of register 2.
- SRL_x_write_reg_27: there's no operation that performs the operation SRL using the write port of register 7.
- SRL_x_read_A_reg_24: there's no operation that performs the operation SRL using the read_A port of register 4.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1114,"""0x0000001c, 0x0000009c, 0x0000005c, 0x000000dc, 0x000000bc, 0x0000007c, 0x000000fc, 0x0000003c, 0x000000ec, 0x000000cc, 0x0000000c,
0x00000018, 0x00000098, 0x00000058, 0x000000d8, 0x000000b8, 0x00000078, 0x000000f8, 0x00000038, 0x000000e8, 0x000000c8, 0x00000008,
0x00000019, 0x00000099, 0x00000059, 0x000000d9, 0x000000b9, 0x00000079, 0x000000f9, 0x00000039, 0x000000e9, 0x000000c9, 0x00000009,
0x0000001a, 0x0000009a, 0x0000005a, 0x000000da, 0x000000ba, 0x0000007a, 0x000000fa, 0x0000003a, 0x000000ea, 0x000000ca, 0x0000000a,
0x0000001d, 0x0000009d, 0x0000005d, 0x000000dd, 0x000000bd, 0x0000007d, 0x000000fd, 0""",380,none,21,"{'ADD': 3, 'ADDI': 5, 'illegal_instruction': 316, 'LB': 5, 'SB': 5, 'read_A_reg_0': 25, 'read_B_reg_0': 11, 'write_reg_0': 16, 'write_reg_1': 14, 'ADD_x_read_A_reg_0': 3, 'ADD_x_read_B_reg_0': 3, 'ADD_x_write_reg_0': 1, 'ADD_x_write_reg_1': 2, 'ADDI_x_read_A_reg_0': 5, 'ADDI_x_write_reg_0': 3, 'ADDI_x_write_reg_1': 2, 'LB_x_read_A_reg_0': 5, 'LB_x_write_reg_0': 3, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 5, 'SB_x_read_B_reg_0': 5}"
8,1,8,1493,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of 32-bit instructions to cover the unreached bins (i.e. test cases)
Here are some of  the unreached bins:
------
UNREACHED BINS
- SUB: there's no instruction that performs the operation SUB.
- OR: there's no instruction that performs the operation OR.
- read_B_reg_19: there's no instruction that uses the read_B port of register 9.
- ADD_x_read_A_reg_3: there's no operation that performs the operation ADD using the read_A port of register 3.
- ADD_x_read_A_reg_4: there's no operation that performs the operation ADD using the read_A port of register 4.
- SW_x_read_A_reg_6: there's no operation that performs the operation SW using the read_A port of register 6.
- ADDI_x_write_reg_19: there's no operation that performs the operation ADDI using the write port of register 9.
------
Please regenerate a 32-bit instruction for each of these unreached bins according to the BINS DESCRIPTION.""",1118,"""0x0000001b, 0x0000009b, 0x0000005b, 0x000000db, 0x000000bb, 0x0000007b, 0x000000fb, 0x0000003b, 0x000000eb, 0x000000cb, 0x0000000b,
0x0000001e, 0x0000009e, 0x0000005e, 0x000000de, 0x000000be, 0x0000007e, 0x000000fe, 0x0000003e, 0x000000ee, 0x000000ce, 0x0000000e,
0x00000020, 0x000000a0, 0x00000060, 0x000000e0, 0x000000c0, 0x00000080, 0x00000040, 0x00000000, 0x000000a8, 0x00000068, 0x000000e8,
0x000000c8, 0x00000088, 0x00000048, 0x00000008, 0x00000021, 0x000000a1, 0x00000061, 0x000000e1, 0x000000c1, 0x00000081, 0x00000041,
0x00000001, 0x000000a9, 0x00000069, 0x000000e9, 0x000000c9, 0x00000089, 0x00000049""",375,reset,21,"{'ADD': 3, 'ADDI': 5, 'illegal_instruction': 367, 'LB': 5, 'SB': 5, 'read_A_reg_0': 25, 'read_B_reg_0': 11, 'write_reg_0': 16, 'write_reg_1': 14, 'ADD_x_read_A_reg_0': 3, 'ADD_x_read_B_reg_0': 3, 'ADD_x_write_reg_0': 1, 'ADD_x_write_reg_1': 2, 'ADDI_x_read_A_reg_0': 5, 'ADDI_x_write_reg_0': 3, 'ADDI_x_write_reg_1': 2, 'LB_x_read_A_reg_0': 5, 'LB_x_write_reg_0': 3, 'LB_x_write_reg_1': 2, 'SB_x_read_A_reg_0': 5, 'SB_x_read_B_reg_0': 5}"
