Model,meta-llama/llama-2-70b-chat,SYSTEM,"Please provide a list of lists, in the format: [[string, int, int, int], [string, int, int, int], ...].Any text outside this format is not allowed.The first integer should be between 0 and 63, the other two between 0 and 1023.Example: [[allocate, 15, 64, 0], [adjacency_write, 15, 1, 48]]Do NOT provide any comments, extra remarks, context - only provide a list",temperature,0.4,top_p,1,Prompter,TemplatePromptGeneratorAG_FT,Extractor,UniversalExtractor
Total Message#,Dialog #,Message #,Total Token Cnt,USER,Input Token Cnt,ASSISTANT,Output Token Cnt,Action,Coverage Rate,Coverage Plan
1,1,1,1689,"""You will receive a description of bins (i.e. test cases) of a testbench for a hardware device under test (DUT).The purpose of this device is to load data on three different queues: an ""adjacency queue"" (depth: 64), a ""message queue"" (depth: 4096), and a ""scale factor queue"" (depth: 64)

----------
Now, we want to test the DUT with a list of commands as its input. We want the input to cover the bins (i.e. test cases) that we care about. Here's the description of the bins that we care about:
------
BINS DESCRIPTION
- You provide a list of lists, in the format: [string, int, int, int]. The internal lists will be interpreted as sequential instructions for a DUT.
- The DUT is a device that includes three queues (RAM): an ""adjacency queue"" (depth: 64), a ""message queue"" (depth: 4096), and a ""scale factor queue"" (depth: 64)
- The actual data the queues are loaded with is not important.
- The three integers you provide are called:
    - First integer: ""nodeslot"" (provide a number between 63 and 0)
    - Second integer: ""feature_count"" (provide a number between 1023 and 1)
    - Third integer: ""neighbour_count"" (provide a number between 1023 and 1)
- The string in the internal lists defines the operation performed on the DUT. The operations are as follows:
    - ""allocate"": you allocate the DUT a ""nodeslot"". You also allocate the DUT a ""feature_count"". ""feature_count"" should be at least 1. Keep note of the nodeslot you allocated to. You will need it to hit the majority of the coverage bins.
    - ""deallocate"": you deallocate the DUT, it will not be allocated to any ""nodeslot"", and the ""feature_count"" is reset to 0. (do NOT use this often)
    - ""adjacency_write"": you instruct the DUT to load data into the ""adjacency queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"" divided by 16, rounded up. ""neighbour_count"" should be at least 1.
    - ""message_write"": you instruct the DUT to load data into the ""adjacency queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"" divided by 16, rounded up, multiplied by the ""feature_count"".
    - ""scale_write"": you instruct the DUT to load data into the ""scale factor queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"".
ONLY USE THE ABOVE MENTIONED STRINGS IN YOUR INSTRUCTIONS
- You need to cover each of the following bins with your commands (an overflow occurs on a queue if the previous instruction tried to load more data on the queue than its depth):
---
    - adj_dealloc - the DUT is insctructed to load the ""adjacency queue"", but the DUT was not allocated a ""nodeslot""
    - mess_dealloc - the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
    - scale_dealloc - the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
    - adj_nomatch - the DUT is insctructed to load the ""adjacency queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - mess_nomatch - the DUT is insctructed to load the ""message queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - scale_nomatch - the DUT is insctructed to load the ""scale factor queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - mess_fetch_adj_nopartial - the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
    - mess_fetch_adj_partial - the DUT is insctructed to load the ""message queue"", and there is overflow on the ""adjacency queue""
    - mess_nopartial - the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
    - mess_partial - the DUT is insctructed to load the ""message queue"", resulting in it overflowing
    - scale_nopartial - the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
    - scale_partial - the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
---
------

----------
Following the bins description, generate a list of integer pairs which covers the described bins as much as you can.
""",1359,"""[ [allocate, 15, 64, 0], [adjacency_write, 15, 1, 48], [allocate, 31, 64, 0], [message_write, 31, 1, 48], [scale_write, 31, 1, 48], [deallocate, 15, 0, 0], [deallocate, 31, 0, 0], [adjacency_write, 15, 1, 49], [mess_dealloc, 31, 0, 0], [scale_dealloc, 31, 0, 0], [adj_nomatch, 15, 31, 48], [mess_nomatch, 31, 15, 48], [scale_nomatch, 31, 15, 48], [mess_fetch_adj_nopartial, 31, 1, 48], [mess_fetch_adj_partial, 31, 1, 49], [mess_nopartial, 31, 1, 48], [mess_partial, 31, 1, 49], [scale_nopartial, 31, 1, 48], [scale_partial, 31, 1, 49] ]""",330,none,5,"{'adj_dealloc': 1, 'adj_nomatch': 1, 'mess_nomatch': 1, 'scale_nomatch': 1, 'mess_fetch_adj_partial': 1}"
2,1,2,2232,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2004,"""[ [allocate, 47, 64, 0], [message_write, 47, 1, 48], [scale_write, 47, 1, 48], [deallocate, 47, 0, 0], [mess_dealloc, 15, 0, 0], [scale_dealloc, 15, 0, 0], [adjacency_write, 15, 1, 49], [mess_fetch_adj_nopartial, 15, 1, 48], [mess_fetch_adj_partial, 15, 1, 49], [mess_nopartial, 15, 1, 48], [mess_partial, 15, 1, 49], [scale_nopartial, 15, 1, 48], [scale_partial, 15, 1, 49] ]""",228,none,5,"{'adj_dealloc': 2, 'adj_nomatch': 1, 'mess_nomatch': 2, 'scale_nomatch': 2, 'mess_fetch_adj_partial': 2}"
3,1,3,2652,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of  the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2428,"""[ [allocate, 1, 64, 0], [message_write, 1, 1, 48], [scale_write, 1, 1, 48], [deallocate, 1, 0, 0], [mess_dealloc, 47, 0, 0], [scale_dealloc, 47, 0, 0], [adjacency_write, 47, 1, 49], [mess_fetch_adj_nopartial, 47, 1, 48], [mess_fetch_adj_partial, 47, 1, 49], [mess_nopartial, 47, 1, 48], [mess_partial, 47, 1, 49], [scale_nopartial, 47, 1, 48], [scale_partial, 47, 1, 49] ]""",224,none,5,"{'adj_dealloc': 3, 'adj_nomatch': 1, 'mess_nomatch': 3, 'scale_nomatch': 3, 'mess_fetch_adj_partial': 3}"
4,1,4,2592,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of  the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2364,"""[ [allocate, 47, 64, 0], [message_write, 47, 1, 48], [scale_write, 47, 1, 48], [deallocate, 47, 0, 0], [mess_dealloc, 15, 0, 0], [scale_dealloc, 15, 0, 0], [adjacency_write, 15, 1, 49], [mess_fetch_adj_nopartial, 15, 1, 48], [mess_fetch_adj_partial, 15, 1, 49], [mess_nopartial, 15, 1, 48], [mess_partial, 15, 1, 49], [scale_nopartial, 15, 1, 48], [scale_partial, 15, 1, 49] ]""",228,none,5,"{'adj_dealloc': 4, 'adj_nomatch': 1, 'mess_nomatch': 4, 'scale_nomatch': 4, 'mess_fetch_adj_partial': 4}"
5,1,5,2596,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of  the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2367,"""  [ [allocate, 15, 64, 0], [message_write, 15, 1, 48], [scale_write, 15, 1, 48], [deallocate, 15, 0, 0], [mess_dealloc, 47, 0, 0], [scale_dealloc, 47, 0, 0], [adjacency_write, 47, 1, 49], [mess_fetch_adj_nopartial, 47, 1, 48], [mess_fetch_adj_partial, 47, 1, 49], [mess_nopartial, 47, 1, 48], [mess_partial, 47, 1, 49], [scale_nopartial, 47, 1, 48], [scale_partial, 47, 1, 49] ]""",229,none,7,"{'adj_dealloc': 5, 'adj_nomatch': 1, 'mess_nomatch': 4, 'scale_nomatch': 4, 'mess_fetch_adj_partial': 5, 'mess_nopartial': 1, 'scale_nopartial': 1}"
6,1,6,2667,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2376,"""  [ [allocate, 15, 64, 0], [message_write, 15, 1, 48], [scale_write, 15, 1, 48], [deallocate, 15, 0, 0], [mess_dealloc, 47, 0, 0], [scale_dealloc, 47, 0, 0], [adjacency_write, 47, 1, 49], [mess_fetch_adj_nopartial, 47, 1, 48], [mess_fetch_adj_partial, 47, 1, 49], [mess_nopartial, 47, 1, 48], [mess_partial, 47, 1, 49], [scale_nopartial, 47, 1, 48], [scale_partial, 47, 1, 49], [allocate, 47, 64, 0], [message_write, 47, 1, 48], [scale_write, 47, 1, 48], [deallocate, 47, 0, 0] ]""",291,none,7,"{'adj_dealloc': 6, 'adj_nomatch': 1, 'mess_nomatch': 5, 'scale_nomatch': 5, 'mess_fetch_adj_partial': 7, 'mess_nopartial': 2, 'scale_nopartial': 2}"
7,1,7,2602,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of  the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2373,"""  [ [allocate, 47, 64, 0], [message_write, 47, 1, 48], [scale_write, 47, 1, 48], [deallocate, 47, 0, 0], [mess_dealloc, 15, 0, 0], [scale_dealloc, 15, 0, 0], [adjacency_write, 15, 1, 49], [mess_fetch_adj_nopartial, 15, 1, 48], [mess_fetch_adj_partial, 15, 1, 49], [mess_nopartial, 15, 1, 48], [mess_partial, 15, 1, 49], [scale_nopartial, 15, 1, 48], [scale_partial, 15, 1, 49] ]""",229,reset,7,"{'adj_dealloc': 7, 'adj_nomatch': 1, 'mess_nomatch': 6, 'scale_nomatch': 6, 'mess_fetch_adj_partial': 8, 'mess_nopartial': 2, 'scale_nopartial': 2}"
8,2,1,1728,"""You will receive a description of bins (i.e. test cases) of a testbench for a hardware device under test (DUT).The purpose of this device is to load data on three different queues: an ""adjacency queue"" (depth: 64), a ""message queue"" (depth: 4096), and a ""scale factor queue"" (depth: 64)

----------
Now, we want to test the DUT with a list of commands as its input. We want the input to cover the bins (i.e. test cases) that we care about. Here's the description of the bins that we care about:
------
BINS DESCRIPTION
- You provide a list of lists, in the format: [string, int, int, int]. The internal lists will be interpreted as sequential instructions for a DUT.
- The DUT is a device that includes three queues (RAM): an ""adjacency queue"" (depth: 64), a ""message queue"" (depth: 4096), and a ""scale factor queue"" (depth: 64)
- The actual data the queues are loaded with is not important.
- The three integers you provide are called:
    - First integer: ""nodeslot"" (provide a number between 63 and 0)
    - Second integer: ""feature_count"" (provide a number between 1023 and 1)
    - Third integer: ""neighbour_count"" (provide a number between 1023 and 1)
- The string in the internal lists defines the operation performed on the DUT. The operations are as follows:
    - ""allocate"": you allocate the DUT a ""nodeslot"". You also allocate the DUT a ""feature_count"". ""feature_count"" should be at least 1. Keep note of the nodeslot you allocated to. You will need it to hit the majority of the coverage bins.
    - ""deallocate"": you deallocate the DUT, it will not be allocated to any ""nodeslot"", and the ""feature_count"" is reset to 0. (do NOT use this often)
    - ""adjacency_write"": you instruct the DUT to load data into the ""adjacency queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"" divided by 16, rounded up. ""neighbour_count"" should be at least 1.
    - ""message_write"": you instruct the DUT to load data into the ""adjacency queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"" divided by 16, rounded up, multiplied by the ""feature_count"".
    - ""scale_write"": you instruct the DUT to load data into the ""scale factor queue"". You have to provide the ""nodeslot"". The number of items loaded is equal to ""neighbour_count"".
ONLY USE THE ABOVE MENTIONED STRINGS IN YOUR INSTRUCTIONS
- You need to cover each of the following bins with your commands (an overflow occurs on a queue if the previous instruction tried to load more data on the queue than its depth):
---
    - adj_dealloc - the DUT is insctructed to load the ""adjacency queue"", but the DUT was not allocated a ""nodeslot""
    - mess_dealloc - the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
    - scale_dealloc - the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
    - adj_nomatch - the DUT is insctructed to load the ""adjacency queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - mess_nomatch - the DUT is insctructed to load the ""message queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - scale_nomatch - the DUT is insctructed to load the ""scale factor queue"", but the ""nodeslot"" provided for this command does not match the ""nodeslot"" allocated to the DUT
    - mess_fetch_adj_nopartial - the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
    - mess_fetch_adj_partial - the DUT is insctructed to load the ""message queue"", and there is overflow on the ""adjacency queue""
    - mess_nopartial - the DUT is insctructed to load the ""message queue"", not resulting in it overflowing
    - mess_partial - the DUT is insctructed to load the ""message queue"", resulting in it overflowing
    - scale_nopartial - the DUT is insctructed to load the ""scale factor queue"", not resulting in it overflowing
    - scale_partial - the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
---
------

----------
Following the bins description, generate a list of integer pairs which covers the described bins as much as you can.
""",1359,"""[[0, 15, 64], [1, 1, 48], [1, 16, 48], [1, 32, 48], [1, 48, 48], [15, 1, 48], [15, 16, 48], [15, 32, 48], [15, 48, 48], [32, 1, 48], [32, 16, 48], [32, 32, 48], [32, 48, 48], [48, 1, 48], [48, 16, 48], [48, 32, 48], [48, 48, 48]]

The list above covers all the possible combinations of the three queues, with the following exceptions:

* Adjacency queue overflow: This bin is not covered, as it requires the DUT to be allocated a nodeslot, and then try to load the adjacency queue beyond its depth.
* Message queue overflow with partial write: This bin is not covered, as it requires the DUT to be allocated a nodeslot, and then try to load the message queue beyond its depth, but only partially filling it.

It's important to note that the list above is not exhaustive, and you may want to add more combinations to cover more scenarios. Additionally, the bins description provided is not exhaustive, and you may want to add more bins to cover other scenarios that are relevant to your use case.""",369,none,7,"{'adj_dealloc': 7, 'adj_nomatch': 1, 'mess_nomatch': 6, 'scale_nomatch': 6, 'mess_fetch_adj_partial': 8, 'mess_nopartial': 2, 'scale_nopartial': 2}"
9,2,2,2238,"""The values you provided failed to cover all the bins.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",1998,"""Here are some additional integer pairs to cover the unreached bins:

* [0, 0, 48]
* [0, 1, 48]
* [1, 0, 48]
* [1, 1, 48]
* [1, 16, 48]
* [1, 32, 48]
* [1, 48, 48]
* [32, 0, 48]
* [32, 1, 48]
* [32, 16, 48]
* [32, 32, 48]
* [32, 48, 48]
* [48, 0, 48]
* [48, 1, 48]
* [48, 16, 48]
* [48, 32, 48]
* [48, 48, 48]""",240,none,7,"{'adj_dealloc': 7, 'adj_nomatch': 1, 'mess_nomatch': 6, 'scale_nomatch': 6, 'mess_fetch_adj_partial': 8, 'mess_nopartial': 2, 'scale_nopartial': 2}"
10,2,3,2695,"""The new values you just provided didn't cover any new bins. You need to try to cover as much of the described bins as you can.
You will see the result coverage of your previous response(s), and then generate another list of integer pairs to cover the unreached bins (i.e. test cases)
Do NOT provide any comments, extra remarks, context - only provide a listHere are some of  the unreached bins:
------
UNREACHED BINS
the DUT is insctructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot""
the DUT is insctructed to load the ""message queue"", and there is no overflow on the ""adjacency queue""
the DUT is insctructed to load the ""message queue"", resulting in it overflowing
the DUT is insctructed to load the ""scale factor queue"", resulting in it overflowing
------
Please regenerate commands for the still unreached bins according to the BINS DESCRIPTION.Do NOT provide any comments, extra remarks, context - only provide a list""",2379,"""Here are some additional integer pairs to cover the unreached bins:

* [63, 0, 48]
* [63, 1, 48]
* [63, 16, 48]
* [63, 32, 48]
* [63, 48, 48]
* [0, 63, 48]
* [1, 63, 48]
* [16, 63, 48]
* [32, 63, 48]
* [48, 63, 48]

This list covers the following unreached bins:

* The DUT is instructed to load the ""message queue"", but the DUT was not allocated a ""nodeslot"" (bin 1)
* The DUT is instructed to load the ""scale factor queue"", but the DUT was not allocated a ""nodeslot"" (bin 2)
* The DUT is instructed to load the ""message queue"", and there is no overflow on the ""adjacency queue"" (bin 3)
* The DUT is instructed to load the ""message queue"", resulting in it overflowing (bin 4)
* The DUT is instructed to load the ""scale factor queue"", resulting in it overflowing (bin 5)""",316,none,7,"{'adj_dealloc': 7, 'adj_nomatch': 1, 'mess_nomatch': 6, 'scale_nomatch': 6, 'mess_fetch_adj_partial': 8, 'mess_nopartial': 2, 'scale_nopartial': 2}"
