Model,anthropic/claude-3-sonnet,SYSTEM,"Please output a list of hexadecimal integers only, each integer between 0x0 and 0xffffffff. 
Do not give any explanations. 
Output format: [a, b, c ...].",temperature,0.4,top_p,1,Prompter,TemplatePromptGenerator4IC2,Extractor,UniversalExtractor
Total Message#,Dialog #,Message #,Total Token Cnt,USER,Input Token Cnt,ASSISTANT,Output Token Cnt,Action,Coverage Rate,Coverage Plan
1,1,1,2185,"""We are working with a CPU capable of executing RISC-V instructions. Our objective is to update the CPU's instruction memory with a sequence of 32-bit addresses and corresponding 32-bit instructions. The goal is to ensure that, when the CPU resumes executing instructions from the current PC, it covers the bins (i.e. test cases) that are of interest to us. 
Here's the description of the bins that are of interest to us:
------
BINS DESCRIPTION
- There are 32 register files available, with index from 0 to 31.
- Register 0 is denoted as ""zero"", and its content is always 0.
- There are 14 available types of operations:
---
OPERATIONS
  - R-type (format: [funct7 (7 bits)][rs2 (5 bits)][rs1 (5 bits)][funct3 (3 bits)][rd (5 bits)][op (7 bits)]):
    - ADD (opcode: 0110011, funct3: 000, funct7: 0000000): addition between two register files
    - SUB (opcode: 0110011, funct3: 000, funct7: 0100000): subtraction between two register files
    - AND (opcode: 0110011, funct3: 111, funct7: 0000000): logical operation AND between two register files
    - OR (opcode: 0110011, funct3: 110, funct7: 0000000): logical operation OR between two register files
    - XOR (opcode: 0110011, funct3: 100, funct7: 0000000): logical operation XOR between two register files
    - SLL (opcode: 0110011, funct3: 001, funct7: 0000000): logical shift left a register file by number of bits equal to another register file
    - SRL (opcode: 0110011, funct3: 101, funct7: 0000000): logical shift right a register file by number of bits equal to another register file
    - SRA (opcode: 0110011, funct3: 101, funct7: 0100000): arithmetic shift right a register file by number of bits equal to another register file
    - SLT (opcode: 0110011, funct3: 010, funct7: 0000000): make comparison between two register files; if the first one is smaller, write 1 to a register file, otherwise write 0
    - SLTU (opcode: 0110011, funct3: 011, funct7: 0000000): make comparison between two unsigned register files; if the first one is smaller, write 1 to a register file, otherwise write 0
  - S-type (format: [imm[11:5] (7 bits)][rs2 (5 bits)][rs1 (5 bits)][funct3 (3 bits)][imm[4:0] (5 bits)][op (7 bits)]):
    - SW (opcode: 0100011, funct3: 010): store a word (a 32-bit value) from a register file to the data memory at the address equal to a register file
    - SH (opcode: 0100011, funct3: 001): store a half-word (a 16-bit value) from a register file to the data memory at the address equal to a register file
    - SB (opcode: 0100011, funct3: 000): load a byte (an 8-bit value) from a register file to the data memory at the address equal to a register file
  - J-type (format: [imm[20|10:1|11|19:12] (20 bits)][rd (5 bits)][op (7 bits)]):
    - JAL (opcode: 1101111): store the address of next instruction as the return address in a register file, then jump (increase PC) by an immediate (i.e. constant value)
---

- BIN type 1: Make the CPU perform each operation at least once.
- BIN type 2: For each R-type or J-type operation, make the CPU execute an instruction with register zero as the destination register (rd).
- BIN type 3: For each R-type or S-type operation, make the CPU execute an instruction with register zero as one of the source registers (rs).
- BIN type 4: For each R-type or S-type operation, make the CPU execute an instruction where both source registers are the same register file.
- BIN type 5: For the JAL operation, make the CPU execute both forward jumps and backward jumps.

- Read-after-Write (RaW) hazard: happens when the current instruction reads from a register which the previous instruction wrote to.
- BIN type 6: For each R-type or S-type operation following an R-type or J-type operation, make the CPU execute two instructions that would cause an RaW hazard.
------
Here are a few examples:
- 0x00718a33 => funct7=0000000 rs2=00111 rs1=00011 funct3=000 rd=10100 op=0110011 => add_seen covered
- 0xffdff06f => imm=-4 rd=00000 op=1101111 => jal_seen, jal_br_backwards, jal_zero_dst covered
- 0x000292b3 => funct7=0000000 rs2=00000 rs1=00101 funct3=001 rd=00101 op=0110011 => sll_seen, sll_zero_src covered
- 0x00f7a2a3 => imm=5 rs2=01111 rs1=01111 funct3=010 op=0100011 => sw_seen, sw_same_src covered
- 0x00101023 => imm=0 rs2=00001 rs1=00000 funct3=001 op=0100011 => sh_seen, sh_zero_src covered
- 0x020b1b3, 0x0051c233 => funct7=0000000 rs2=00010 rs1=00001 funct3=011 rd=00011 op=0110011, funct7=0000000 rs2=00101 rs1=00011 funct3=100 rd=00100 op=0110011 => sltu_seen, xor_seen, sltu->xor_raw_hazard covered
- 0x006080ef, 0x00112023 => imm=32774 rd=00001 op=1101111, imm=0 rs2=00001 rs1=00010 funct3=010 op=0100011 => jal_seen, jal_br_forwards, sw_seen, jal->sw_raw_hazard covered
------
Following the bins description, generate a list, which can be empty if necessary, of ainstructions in 32-bit hexadecimal format to update the CPU's memory, ensuring it covers the specified bins upon resuming execution from the current PC. Make sure the instructions are VALID R-type, S-type, or J-type instructions. We encourage you to use a diverse variety of operations. 
""",1817,"""[0x00a18233, 0x40b18233, 0x00718a33, 0x0071ca33, 0x40718233, 0x40b1ca33, 0x00b18233, 0x0071c233, 0x00b1c233, 0x00718633, 0x40718633, 0x00b18633, 0x0071c633, 0x40b1c633, 0x00119633, 0x40119633, 0x00519633, 0x40519633, 0x00919633, 0x40919633, 0x00d19633, 0x40d19633, 0x00010637, 0x40010637, 0x000106b7, 0x400106b7, 0x00a102b3, 0x40a102b3, 0x00a142b3, 0x40a142b3, 0x00010633, 0x40010633, 0x00a00633, 0x40a00633, 0x00f7f2a3, 0x40f7f2a3, 0x00f772a3, 0x40f772a3, 0x00101023, 0x40101023, 0x00109023, 0x40109023, 0x0051c233, 0x020b1b3, 0x006080ef, 0x00112023]""",368,none,9,"{'add_seen': 8, 'add_zero_src': 2, 'sub_seen': 6, 'sub_zero_src': 2, 'sll_seen': 4, 'xor_seen': 5, 'sh_seen': 3, 'sh_zero_src': 2, 'sh_same_src': 1}"
2,1,2,2721,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0x109023. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_zero_dst: the CPU hasn't executed an instruction that performs the operation add with register zero as the destination register.
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- slt_same_src: the CPU hasn't executed an instruction that performs the operation slt with same source registers.
- sltu_zero_src: the CPU hasn't executed an instruction that performs the operation sltu with register zero as one of the source registers.
- and_zero_dst: the CPU hasn't executed an instruction that performs the operation and with register zero as the destination register.
- and->add_raw_hazard: the CPU hasn't perform a and operation followed by a add operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- jal->srl_raw_hazard: the CPU hasn't perform a jal operation followed by a srl operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",2640,"""[0x00010033, 0x00515033, 0x00515033, 0x00b1a633, 0x00b1a633, 0x00b1e633, 0x00010637, 0x0051c237, 0x006080ef, 0x0051c637]""",81,none,18,"{'add_seen': 9, 'add_zero_dst': 1, 'add_zero_src': 3, 'sub_seen': 6, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 12, 'sltu_seen': 1, 'xor_seen': 6, 'srl_seen': 12, 'srl_zero_dst': 12, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 1, 'jal_br_forwards': 1, 'jal->sw_raw_hazard': 1}"
3,1,3,3318,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0xb1a633. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_zero_dst: the CPU hasn't executed an instruction that performs the operation sub with register zero as the destination register.
- xor->sb_raw_hazard: the CPU hasn't perform a xor operation followed by a sb operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- sra->sra_raw_hazard: the CPU hasn't perform a sra operation followed by a sra operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- or->or_raw_hazard: the CPU hasn't perform a or operation followed by a or operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- slt->xor_raw_hazard: the CPU hasn't perform a slt operation followed by a xor operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- sll_zero_src: the CPU hasn't executed an instruction that performs the operation sll with register zero as one of the source registers.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",3235,"""[0x00515033, 0x40a18033, 0x00a1c2b3, 0x00010623, 0x00b1b633, 0x00b1b633, 0x00515613, 0x00515613, 0x00010237, 0x00b14237]""",83,none,22,"{'add_seen': 9, 'add_zero_dst': 1, 'add_zero_src': 3, 'sub_seen': 7, 'sub_zero_dst': 1, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 12, 'sltu_seen': 2, 'xor_seen': 7, 'srl_seen': 13, 'srl_zero_dst': 13, 'or_seen': 1, 'sb_seen': 1, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 2, 'jal_br_forwards': 2, 'jal->sw_raw_hazard': 1}"
4,1,4,3913,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0xb1b633. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_same_src: the CPU hasn't executed an instruction that performs the operation sub with same source registers.
- srl->sra_raw_hazard: the CPU hasn't perform a srl operation followed by a sra operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- and->sra_raw_hazard: the CPU hasn't perform a and operation followed by a sra operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- add->xor_raw_hazard: the CPU hasn't perform a add operation followed by a xor operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- or_zero_dst: the CPU hasn't executed an instruction that performs the operation or with register zero as the destination register.
- xor->or_raw_hazard: the CPU hasn't perform a xor operation followed by a or operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",3825,"""[0x00515033, 0x40b18033, 0x0051d633, 0x00b1d633, 0x00510637, 0x00b14637, 0x00a14233, 0x00b14633, 0x00a1c2b3, 0x40a1c6b3]""",88,none,22,"{'add_seen': 9, 'add_zero_dst': 1, 'add_zero_src': 3, 'sub_seen': 8, 'sub_zero_dst': 2, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 12, 'sltu_seen': 13, 'xor_seen': 7, 'srl_seen': 16, 'srl_zero_dst': 14, 'or_seen': 1, 'sb_seen': 1, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 2, 'jal_br_forwards': 2, 'jal->sw_raw_hazard': 1}"
5,1,5,4502,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0x510637. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_same_src: the CPU hasn't executed an instruction that performs the operation sub with same source registers.
- sltu_zero_dst: the CPU hasn't executed an instruction that performs the operation sltu with register zero as the destination register.
- srl->sw_raw_hazard: the CPU hasn't perform a srl operation followed by a sw operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- sub->add_raw_hazard: the CPU hasn't perform a sub operation followed by a add operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- slt->sra_raw_hazard: the CPU hasn't perform a slt operation followed by a sra operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- and->sub_raw_hazard: the CPU hasn't perform a and operation followed by a sub operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",4416,"""[0x00515033, 0x40b18033, 0x00010633, 0x0051d637, 0x40a18233, 0x00b1c633, 0x00510637, 0x00f102a3, 0x00b1a233, 0x40b1c6b3]""",86,none,24,"{'add_seen': 10, 'add_zero_dst': 1, 'add_zero_src': 4, 'sub_seen': 10, 'sub_zero_dst': 3, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 12, 'sltu_seen': 13, 'xor_seen': 10, 'srl_seen': 17, 'srl_zero_dst': 15, 'or_seen': 1, 'sb_seen': 1, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 2, 'jal_br_forwards': 2, 'sub->add_raw_hazard': 1, 'xor->srl_raw_hazard': 1, 'jal->sw_raw_hazard': 1}"
6,1,6,4502,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0x40a18233. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_same_src: the CPU hasn't executed an instruction that performs the operation sub with same source registers.
- sra_zero_dst: the CPU hasn't executed an instruction that performs the operation sra with register zero as the destination register.
- jal->add_raw_hazard: the CPU hasn't perform a jal operation followed by a add operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- sra->srl_raw_hazard: the CPU hasn't perform a sra operation followed by a srl operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- and->or_raw_hazard: the CPU hasn't perform a and operation followed by a or operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- jal->sb_raw_hazard: the CPU hasn't perform a jal operation followed by a sb operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",4420,"""[0x00515033, 0x40b18033, 0x00010637, 0x00a18233, 0x40a1c6b3, 0x0051c637, 0x00b1a633, 0x00618633, 0x006080ef, 0x00110023]""",82,none,24,"{'add_seen': 11, 'add_zero_dst': 1, 'add_zero_src': 4, 'sub_seen': 11, 'sub_zero_dst': 4, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 13, 'sltu_seen': 13, 'xor_seen': 11, 'srl_seen': 18, 'srl_zero_dst': 16, 'or_seen': 1, 'sb_seen': 2, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 2, 'jal_br_forwards': 2, 'sub->add_raw_hazard': 1, 'xor->srl_raw_hazard': 1, 'jal->sw_raw_hazard': 1}"
7,1,7,4469,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0xa18233. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_same_src: the CPU hasn't executed an instruction that performs the operation sub with same source registers.
- sltu->xor_raw_hazard: the CPU hasn't perform a sltu operation followed by a xor operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- srl_zero_src: the CPU hasn't executed an instruction that performs the operation srl with register zero as one of the source registers.
- and->add_raw_hazard: the CPU hasn't perform a and operation followed by a add operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- srl_same_src: the CPU hasn't executed an instruction that performs the operation srl with same source registers.
- slt->xor_raw_hazard: the CPU hasn't perform a slt operation followed by a xor operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",4386,"""[0x00515033, 0x40b18033, 0x00010633, 0x00b1c633, 0x00515033, 0x00b14233, 0x00d1c6b3, 0x00010637, 0x00b14633, 0x00a14233]""",83,none,25,"{'add_seen': 13, 'add_zero_dst': 1, 'add_zero_src': 5, 'sub_seen': 12, 'sub_zero_dst': 5, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 14, 'sltu_seen': 13, 'xor_seen': 12, 'srl_seen': 20, 'srl_zero_dst': 18, 'or_seen': 1, 'sb_seen': 3, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 3, 'jal_br_forwards': 3, 'sub->add_raw_hazard': 2, 'xor->srl_raw_hazard': 1, 'jal->sb_raw_hazard': 1, 'jal->sw_raw_hazard': 1}"
8,1,8,4497,"""Thanks for your response.
The CPU has successfully executed numerous instructions following your update. The last instruction performed was 0x515033. 
You will now observe the bins haven't been achieved by the CPU, and proceed to generate another list, which can be empty if necessary, of address-instruction pairs to further modify the CPU's memory, ensuring it covers the previously unreached bins (i.e. test cases) upon resuming execution from the current PC.
Here are some of the unreached bins:
------
UNREACHED BINS
- add_same_src: the CPU hasn't executed an instruction that performs the operation add with same source registers.
- sub_same_src: the CPU hasn't executed an instruction that performs the operation sub with same source registers.
- sll_zero_src: the CPU hasn't executed an instruction that performs the operation sll with register zero as one of the source registers.
- srl_zero_src: the CPU hasn't executed an instruction that performs the operation srl with register zero as one of the source registers.
- jal->add_raw_hazard: the CPU hasn't perform a jal operation followed by a add operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- xor->sub_raw_hazard: the CPU hasn't perform a xor operation followed by a sub operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
- or->slt_raw_hazard: the CPU hasn't perform a or operation followed by a slt operation with RaW hazard, in which the second operation has a source register that is the same as the destination register of the first operation.
------
Please generate a list, which can be empty if necessary, of instructions in 32-bit hexadecimal format (i.e. hex integers between 0x0 and 0xffffffff), with output format: [a, b, c, ...]. Make sure the instructions are valid RISC-V instruction codes.Remember that one instruction is 32 bits (8 bytes).
""",4417,"""[0x00515033, 0x40b18033, 0x00000233, 0x00000537, 0x006080ef, 0x00b14233, 0x00d1c633, 0x00b14233, 0x00618633, 0x00a1a233]""",80,none,26,"{'add_seen': 14, 'add_zero_dst': 1, 'add_zero_src': 6, 'add_same_src': 1, 'sub_seen': 13, 'sub_zero_dst': 6, 'sub_zero_src': 2, 'sll_seen': 4, 'slt_seen': 14, 'sltu_seen': 13, 'xor_seen': 16, 'srl_seen': 21, 'srl_zero_dst': 19, 'or_seen': 1, 'sb_seen': 3, 'sb_zero_src': 1, 'sh_seen': 4, 'sh_zero_src': 2, 'sh_same_src': 2, 'sw_seen': 1, 'jal_seen': 4, 'jal_br_forwards': 4, 'sub->add_raw_hazard': 3, 'xor->srl_raw_hazard': 1, 'jal->sb_raw_hazard': 1, 'jal->sw_raw_hazard': 1}"
